reportID	month	day	statefips	spend_accomodation_food	spend_arts_entertainment	spend_all	spend_general_merchandise	spend_grocery_food_store	spend_healthcare_social_assistance	spend_transportation_warehousing	spend_all_inchigh	spend_all_inclow	spend_all_incmiddle
2621	3	5	18	-0.135	-0.302	-0.116	-0.179	0.0354	-0.199	-0.297	-0.083	-0.132	-0.138
2622	3	5	19	-0.0467	-0.183	-0.066	-0.0462	0.0818	-0.0903	-0.177	-0.101	-0.0302	-0.0506
2623	3	5	20	0.0337	-0.116	-0.0273	-0.0352	0.00476	-0.112	-0.235	0.00558	-0.0289	-0.0412
2624	3	5	21	-0.0281	-0.197	-0.0162	-0.0628	0.0549	-0.0351	-0.157	-0.0531	-0.000226	-0.0296
2625	3	5	22	-0.0896	0.00109	-0.0176	-0.0755	-0.00247	0.243	-0.14	-0.0653	0.00375	-0.0243
2626	3	5	23	-0.032	-0.136	-0.0263	0.104	0.0427	-0.284	-0.188	-0.0212	-0.0191	-0.0306
2627	3	5	24	-0.0565	-0.252	-0.045	0.0288	0.123	-0.0219	-0.194	-0.0524	-0.00912	-0.0561
2628	3	5	25	0.00107	-0.0148	0.00352	0.0496	0.152	-0.115	-0.14	0.0226	-0.0186	-0.0289
2629	3	5	26	-0.0286	0.00379	-0.0273	-0.056	0.0689	-0.0615	-0.186	-0.0155	-0.0188	-0.0245
2630	3	5	27	-0.0106	-0.103	0.00416	0.0386	0.165	0.023	-0.191	-0.00341	0.0127	0.0111
2631	3	5	28	0.0276	-0.0307	-0.0711	-0.102	0.0415	-0.0136	-0.185	0.0749	-0.0793	-0.0522
2632	3	5	29	0.0241	-0.154	0.00378	0.0346	0.0755	-0.147	-0.185	0.00909	-0.0198	0.00426
2633	3	5	30	0.0255	-0.15	0.0151	0.186	0.207	0.603	-0.157	-0.0332	0.0749	-0.00867
2634	3	5	31	-0.0945	-0.181	-0.0474	-0.0496	-0.00749	-0.143	-0.155	-0.0267	-0.0374	-0.0571
2635	3	5	32	-0.0186	0.0774	-0.0435	-0.0643	0.285	-0.0962	-0.176	-0.0367	-0.078	-0.0399
2636	3	5	33	0.018	-0.124	0.0121	-0.0403	0.099	0.00498	-0.0968	0.0268	-0.125	0.00963
2637	3	5	34	-0.0375	-0.123	-0.0245	0.00106	0.119	-0.0521	-0.139	-0.0296	-0.0509	-0.0153
2638	3	5	35	-0.118	-0.15	-0.00229	-0.0751	0.239	-0.113	-0.218	-0.0459	-0.000598	-0.00353
2639	3	5	36	-0.0652	-0.134	-0.0379	-0.0245	0.0882	-0.0927	-0.149	-0.0178	-0.0739	-0.0473
2640	3	5	37	-0.057	-0.184	-0.0347	-0.0488	0.116	-0.0651	-0.194	-0.0161	-0.0136	-0.0493
2641	3	5	38	-0.0319	-0.0944	0.00575	0.0638	0.0754	-0.108	-0.103	0.00159	0.0191	0.00429
2642	3	5	39	-0.0316	-0.129	-0.0451	-0.0451	0.0646	-0.2	-0.2	-0.052	-0.0596	-0.0335
2643	3	5	40	0.00155	-0.146	-0.00327	0.0462	0.0175	-0.0245	-0.177	0.00896	-0.0123	-0.00981
2644	3	5	41	-0.0824	-0.0602	-0.0106	-0.037	0.171	-0.148	-0.0756	-0.0328	0.0131	-0.011
2645	3	5	42	-0.0368	-0.225	-0.0552	-0.0472	0.078	0.087	-0.15	-0.0559	-0.111	-0.0366
2646	3	5	44	-0.314	-0.166	-0.0122	0.0492	0.0845	0.02	-0.247	0.0246	-0.0216	0.0279
2647	3	5	45	-0.0424	-0.172	-0.0639	-0.0766	0.0236	-0.155	-0.178	-0.0565	-0.081	-0.0602
2648	3	5	46	-0.0284	-0.137	-0.0609	0.0607	0.0566	0.0191	-0.236	-0.0726	-0.223	-0.0346
2649	3	5	47	-0.0529	-0.131	-0.0362	0.00339	0.0523	-0.135	-0.192	0.0218	-0.0579	-0.0258
2650	3	5	48	-0.0276	-0.132	-0.0193	-0.0192	0.122	-0.0652	-0.125	-0.0154	-0.0409	-0.0165
2651	3	5	49	-0.0478	-0.159	0.00515	-0.0587	0.278	-0.144	-0.165	0.0087	-0.0461	0.00842
2652	3	5	50	-0.206	-0.00893	-0.13	-0.0000359	0.0517	-0.218	-0.0869	-0.124	.	-0.124
2653	3	5	51	-0.0417	-0.106	-0.0392	-0.0278	0.0896	-0.0272	-0.168	-0.0406	-0.0389	-0.038
2654	3	5	53	-0.139	0.102	-0.0124	-0.0773	0.233	-0.0441	-0.172	-0.0138	-0.00256	-0.00947
2655	3	5	54	-0.0403	-0.129	-0.0269	-0.0145	0.0652	-0.363	-0.174	-0.0851	-0.0383	-0.0164
2656	3	5	55	-0.0732	0.0694	-0.0312	-0.0249	0.0734	0.00666	-0.179	-0.0336	-0.0108	-0.0323
2657	3	5	56	-0.058	0.0193	-0.0443	-0.154	0.0199	-0.136	-0.1	-0.0727	-0.0226	-0.0459
2658	3	6	1	-0.071	-0.134	-0.0482	-0.0234	0.0858	-0.0958	-0.232	-0.0575	-0.0259	-0.0656
2659	3	6	2	-0.00595	-0.00777	0.0404	0.243	0.2	-0.133	-0.0383	0.0273	.	0.0324
2660	3	6	4	-0.0875	-0.221	-0.0247	-0.00877	0.113	-0.0525	-0.156	-0.0182	-0.0422	-0.021
2661	3	6	5	0.0373	-0.103	-0.0108	-0.0389	0.0493	0.0572	-0.167	-0.0055	-0.0123	-0.00473
2662	3	6	6	-0.0652	-0.122	0.00458	-0.0281	0.217	-0.0414	-0.0879	0.00577	-0.0176	0.00636
2663	3	6	8	-0.0785	-0.0468	-0.00953	-0.0321	0.191	-0.0885	-0.191	-0.0145	0.00373	-0.00947
2664	3	6	9	-0.108	0.00217	-0.0234	-0.0106	0.161	-0.171	-0.179	-0.00457	-0.0232	-0.0672
2665	3	6	10	-0.106	-0.316	-0.0617	0.0714	0.0646	-0.283	-0.132	-0.0457	0.206	-0.0846
2666	3	6	12	-0.0612	-0.148	-0.0421	-0.0334	0.0574	-0.101	-0.18	-0.0484	-0.0319	-0.0448
2667	3	6	13	-0.068	-0.101	-0.0343	-0.0809	0.163	-0.126	-0.169	-0.0158	-0.0288	-0.0468
2668	3	6	15	-0.0297	-0.162	-0.0551	0.00799	0.0549	-0.244	-0.197	-0.0657	0.0661	-0.0329
2669	3	6	16	-0.0473	-0.0752	-0.0177	-0.129	0.131	-0.0682	-0.0628	-0.222	0.0186	-0.0256
2670	3	6	17	-0.065	0.00404	-0.0614	-0.0833	0.0572	-0.0985	-0.151	-0.0749	-0.0914	-0.0444
2671	3	6	18	-0.154	-0.304	-0.122	-0.237	0.0177	-0.221	-0.298	-0.103	-0.125	-0.145
2672	3	6	19	-0.0936	-0.149	-0.0639	-0.0546	0.0726	-0.112	-0.164	-0.0905	-0.0294	-0.0515
2673	3	6	20	0.0158	-0.18	-0.0274	-0.0556	-0.018	-0.0939	-0.26	-0.0305	-0.0401	-0.0352
2674	3	6	21	-0.0337	-0.161	-0.0073	-0.0449	0.0833	-0.00259	-0.163	-0.0163	-0.0108	-0.00951
2675	3	6	22	-0.0739	0.0641	-0.0106	-0.0664	0.0446	0.193	-0.118	-0.05	0.00364	-0.0144
2676	3	6	23	-0.0505	-0.131	-0.00252	0.0812	0.0457	-0.193	-0.169	-0.0265	0.0018	-0.00553
2677	3	6	24	-0.0749	-0.249	-0.0406	0.00728	0.161	-0.000701	-0.197	-0.0521	-0.00209	-0.0457
2678	3	6	25	-0.0188	-0.0758	-0.00833	0.0484	0.14	-0.122	-0.158	-0.00193	-0.0363	-0.0294
2679	3	6	26	-0.0335	-0.0177	-0.0388	-0.0849	0.0568	-0.0455	-0.216	-0.0418	-0.0426	-0.032
2680	3	6	27	-0.0148	-0.134	0.00669	0.0467	0.183	0.00635	-0.189	0.00212	0.0255	0.0124
2681	3	6	28	0.0135	-0.128	-0.0653	-0.0561	0.056	-0.0474	-0.172	0.113	-0.0741	-0.0629
2682	3	6	29	-0.0154	-0.166	-0.00837	0.0597	0.0787	-0.0605	-0.222	-0.0234	-0.0504	0.0107
2683	3	6	30	-0.0526	-0.276	0.00239	0.167	0.232	0.364	-0.196	0.00487	0.0383	-0.0136
2684	3	6	31	-0.083	-0.167	-0.0306	-0.0215	0.00798	-0.109	-0.161	-0.0144	-0.00172	-0.0427
2685	3	6	32	-0.0284	0.0978	-0.0158	-0.0314	0.298	-0.0526	-0.163	-0.0355	0.0124	-0.0151
2686	3	6	33	0.00974	-0.168	0.00876	-0.0348	0.0964	0.00848	-0.0569	0.0168	-0.21	0.0164
2687	3	6	34	-0.0528	-0.139	-0.0221	0.00845	0.136	-0.0258	-0.159	-0.0317	-0.0439	-0.0046
2688	3	6	35	-0.131	-0.113	-0.0088	-0.056	0.229	-0.0879	-0.219	-0.0674	0.00281	-0.0111
2689	3	6	36	-0.0685	-0.148	-0.0376	-0.0543	0.107	-0.0647	-0.145	-0.0244	-0.0692	-0.0435
2690	3	6	37	-0.0698	-0.184	-0.0366	-0.0616	0.121	-0.04	-0.189	-0.0249	-0.00479	-0.0513
2691	3	6	38	-0.0159	-0.134	0.0186	0.0755	0.0962	-0.115	-0.0925	0.00343	0.0397	0.0215
2692	3	6	39	-0.0441	-0.108	-0.0471	-0.0399	0.0634	-0.176	-0.231	-0.071	-0.0474	-0.036
2693	3	6	40	0.00452	-0.136	-0.0112	0.00574	-0.00254	-0.0472	-0.181	-0.0135	-0.0114	-0.0168
2694	3	6	41	-0.1	0.0134	-0.021	-0.0503	0.184	-0.109	-0.073	-0.0333	0.00649	-0.0281
2695	3	6	42	-0.0559	-0.187	-0.037	-0.0429	0.103	0.074	-0.15	-0.0413	-0.0626	-0.0273
2696	3	6	44	-0.316	-0.372	-0.0314	0.00138	0.0291	0.0538	-0.116	0.00415	-0.0278	0.0189
2697	3	6	45	-0.0398	-0.153	-0.0506	-0.0684	0.0528	-0.106	-0.181	-0.0641	-0.0536	-0.0479
2698	3	6	46	-0.0559	-0.194	-0.0495	0.0646	0.0867	0.0488	-0.2	-0.0598	-0.214	-0.017
2699	3	6	47	-0.0539	-0.117	-0.0316	0.00769	0.0721	-0.138	-0.212	0.0487	-0.0484	-0.031
2700	3	6	48	-0.0243	-0.16	-0.0113	-0.0179	0.141	-0.046	-0.126	-0.0103	-0.0243	-0.00979
2701	3	6	49	-0.0244	-0.196	0.00508	-0.0983	0.289	-0.149	-0.161	-0.000647	-0.0547	0.0169
2702	3	6	50	-0.228	-0.0373	-0.143	-0.0204	0.026	-0.219	-0.112	-0.127	.	-0.142
2703	3	6	51	-0.0584	-0.0995	-0.0374	-0.0556	0.102	-0.0271	-0.176	-0.0367	-0.039	-0.0387
2704	3	6	53	-0.149	-0.149	-0.0331	-0.114	0.253	-0.00972	-0.192	-0.0447	-0.0232	-0.0187
2705	3	6	54	-0.0484	0.00773	-0.0254	-0.0371	0.0772	-0.23	-0.168	-0.102	-0.0411	-0.0119
2706	3	6	55	-0.0762	0.0594	-0.0373	-0.0509	0.0705	-0.0212	-0.194	-0.0506	-0.0456	-0.0319
2707	3	6	56	-0.0738	-0.0147	-0.0392	-0.161	0.0293	-0.0877	-0.101	-0.0417	-0.0584	-0.0392
2708	3	7	1	-0.0502	-0.154	-0.0315	-0.00988	0.0903	-0.0476	-0.217	-0.0385	-0.00928	-0.0493
2709	3	7	2	-0.154	-0.0343	0.041	0.204	0.212	-0.0824	0.0287	0.0525	.	0.00376
2710	3	7	4	-0.0722	-0.205	-0.0169	-0.0112	0.107	-0.0123	-0.116	-0.00891	-0.0327	-0.0157
2711	3	7	5	0.0221	-0.0952	-0.000292	-0.0194	0.0694	0.0735	-0.155	0.00112	-0.000432	0.0032
2712	3	7	6	-0.0697	-0.055	0.00526	-0.0341	0.225	-0.0081	-0.082	0.00321	-0.00128	0.00999
2713	3	7	8	-0.094	-0.062	-0.00767	-0.0506	0.18	-0.066	-0.199	-0.0192	0.0284	-0.00391
2714	3	7	9	-0.086	-0.00771	-0.00488	0.0149	0.16	-0.0997	-0.182	0.00581	0.00311	-0.0324
2715	3	7	10	-0.128	-0.379	-0.0512	0.121	0.11	-0.266	-0.15	-0.0536	0.185	-0.0618
2716	3	7	12	-0.0566	-0.122	-0.0212	-0.0268	0.0873	-0.0558	-0.186	-0.0257	-0.00878	-0.0249
2717	3	7	13	-0.0657	-0.0694	-0.0165	-0.0611	0.175	-0.0782	-0.177	-0.00439	-0.0157	-0.0248
2718	3	7	15	-0.0723	-0.176	-0.0382	-0.000877	0.0922	-0.174	-0.196	-0.0571	0.0617	-0.00341
2719	3	7	16	-0.0468	0.0106	-0.00814	-0.0704	0.122	-0.0392	-0.0664	-0.365	0.0308	-0.0145
2720	3	7	17	-0.0692	-0.0187	-0.0457	-0.0883	0.072	-0.0883	-0.157	-0.069	-0.0643	-0.0267
2721	3	7	18	-0.131	-0.296	-0.0922	-0.207	0.045	-0.24	-0.267	-0.0783	-0.102	-0.108
2722	3	7	19	-0.0674	-0.125	-0.0461	-0.0209	0.0711	-0.108	-0.207	-0.0769	-0.0459	-0.0249
2723	3	7	20	-0.0165	-0.207	-0.00986	-0.0192	-0.013	-0.0429	-0.227	-0.0102	-0.0112	-0.0164
2724	3	7	21	-0.0457	-0.127	0.00101	-0.0201	0.0985	0.0174	-0.168	-0.0374	-0.00826	0.00553
2725	3	7	22	-0.0847	-0.0742	-0.0125	-0.0481	0.0409	0.165	-0.115	-0.0382	0.0159	-0.0227
2726	3	7	23	-0.0359	-0.18	0.0117	0.0722	0.0584	-0.108	-0.194	-0.0373	0.029	0.00707
2727	3	7	24	-0.0725	-0.171	-0.0108	0.0132	0.184	0.0143	-0.16	-0.0231	0.0244	-0.0117
2728	3	7	25	-0.0342	-0.0871	-0.0141	0.0474	0.122	-0.126	-0.196	-0.00974	-0.024	-0.0374
2729	3	7	26	-0.0304	-0.0144	-0.024	-0.0601	0.0626	-0.0208	-0.236	-0.025	-0.0325	-0.0195
2730	3	7	27	-0.00969	-0.119	0.0161	0.0557	0.193	0.0235	-0.196	0.0136	0.03	0.0195
2731	3	7	28	0.000325	-0.121	-0.0287	-0.00896	0.0718	-0.0135	-0.173	0.0991	-0.0221	-0.0538
2732	3	7	29	-0.0837	-0.131	-0.00184	0.0573	0.0697	0.0294	-0.218	-0.0262	-0.0378	0.0223
2733	3	7	30	-0.0863	-0.285	0.024	0.218	0.221	0.0716	-0.175	-0.162	0.0825	-0.00253
2734	3	7	31	-0.0803	-0.143	-0.00657	-0.0216	0.0702	-0.07	-0.17	0.00299	0.00729	-0.0139
2735	3	7	32	-0.0282	0.195	0.00873	-0.0571	0.302	-0.0226	-0.16	-0.00899	0.0313	0.00823
2736	3	7	33	-0.0054	-0.157	0.0184	-0.0104	0.109	0.0243	-0.0887	0.0212	-0.308	0.0275
2737	3	7	34	-0.0489	-0.147	-0.00566	0.00999	0.156	-0.00654	-0.147	-0.0185	-0.0279	0.0189
2738	3	7	35	-0.129	-0.104	-0.000877	-0.0286	0.244	-0.0813	-0.227	-0.0226	-0.00472	0.00272
2739	3	7	36	-0.0725	-0.151	-0.026	-0.0586	0.112	-0.038	-0.146	-0.0157	-0.046	-0.036
2740	3	7	37	-0.0709	-0.169	-0.0158	-0.0451	0.128	-0.0165	-0.196	-0.019	0.0235	-0.0273
2741	3	7	38	0.00772	-0.145	0.0363	0.0914	0.0989	-0.0712	-0.0893	0.0119	0.0534	0.0443
2742	3	7	39	-0.0391	-0.0924	-0.0341	-0.0266	0.0709	-0.122	-0.227	-0.0489	-0.0272	-0.0285
2743	3	7	40	-0.0115	-0.102	-0.0136	-0.0818	0.00837	-0.0233	-0.192	-0.0164	-0.0169	-0.0129
2744	3	7	41	-0.083	-0.0227	-0.0292	-0.0663	0.156	-0.0849	-0.0986	-0.0511	0.0122	-0.0312
2745	3	7	42	-0.0573	-0.182	-0.0121	-0.0302	0.125	0.0627	-0.15	-0.0192	-0.012	-0.00854
2746	3	7	44	-0.238	-0.375	-0.0154	-0.0192	0.0163	0.145	-0.109	0.0402	-0.0872	0.012
2747	3	7	45	-0.0353	-0.151	-0.0258	-0.0391	0.0862	-0.055	-0.179	-0.0243	-0.0221	-0.0275
2748	3	7	46	-0.0165	-0.264	-0.0258	0.0732	0.105	0.0814	-0.222	-0.051	-0.103	-0.00437
2749	3	7	47	-0.0524	-0.0738	-0.0224	0.00473	0.0672	-0.0934	-0.22	0.0564	-0.0318	-0.03
2750	3	7	48	-0.0403	-0.146	0.00111	-0.0223	0.15	-0.0171	-0.12	0.000515	-0.00162	0.000504
2751	3	7	49	-0.0438	-0.229	0.0126	-0.111	0.266	-0.0906	-0.146	0.0046	-0.0786	0.0336
2752	3	7	50	-0.209	0.00156	-0.119	-0.0216	0.00872	-0.178	-0.127	-0.12	.	-0.111
2753	3	7	51	-0.0582	-0.123	-0.0277	-0.0522	0.13	-0.042	-0.169	-0.0287	-0.0151	-0.0328
2754	3	7	53	-0.147	-0.184	-0.025	-0.136	0.255	0.0221	-0.16	-0.0397	0.0027	-0.0106
2755	3	7	54	-0.0591	-0.0222	-0.0203	-0.0185	0.088	-0.154	-0.17	-0.126	-0.0381	-0.00413
2756	3	7	55	-0.0493	0.0202	-0.0235	-0.0517	0.0857	-0.0201	-0.195	-0.0418	-0.0278	-0.0153
2757	3	7	56	-0.0537	0.00329	-0.00813	-0.132	0.0369	-0.0516	-0.0828	-0.00214	0.0303	-0.0101
2758	3	8	1	-0.0411	-0.156	-0.00316	0.0257	0.101	0.00138	-0.225	-0.00764	0.023	-0.0244
2759	3	8	2	-0.143	-0.0123	0.0443	0.097	0.241	-0.0447	0.0709	0.0589	.	0.0284
2760	3	8	4	-0.0831	-0.134	0.00318	-0.00659	0.135	0.0212	-0.146	0.0128	-0.0235	0.00606
2761	3	8	5	0.0323	-0.0528	0.0496	0.0142	0.124	0.131	-0.135	0.117	0.0398	0.0563
2762	3	8	6	-0.0833	-0.0615	0.0198	-0.0558	0.223	0.0133	-0.115	0.0177	0.021	0.023
2763	3	8	8	-0.106	-0.0508	0.00398	-0.0683	0.191	-0.0529	-0.203	-0.0123	0.0438	0.0121
2764	3	8	9	-0.108	-0.0914	-0.00849	0.0114	0.159	-0.0408	-0.227	0.00207	-0.01	-0.0315
2765	3	8	10	-0.134	-0.402	-0.0528	0.15	0.123	-0.238	-0.0963	-0.0741	0.194	-0.0577
2766	3	8	11	-0.227	-0.0201	-0.0364	0.0416	0.327	0.0824	-0.285	-0.0461	0.13	-0.103
2767	3	8	12	-0.0611	-0.108	-0.00251	-0.0248	0.103	-0.0137	-0.199	-0.0106	0.0188	-0.00956
2768	3	8	13	-0.0641	-0.0253	0.0071	-0.0534	0.178	-0.035	-0.174	0.0172	0.00877	0.000796
2769	3	8	15	-0.0405	-0.16	-0.0126	0.0358	0.112	-0.102	-0.184	-0.0485	0.157	0.0411
2770	3	8	16	-0.035	-0.0872	0.0129	-0.0223	0.146	-0.0345	-0.0598	-0.00408	0.0624	0.0045
2771	3	8	17	-0.0865	0.045	-0.0206	-0.0735	0.0966	-0.0799	-0.143	-0.0442	-0.025	-0.00854
2772	3	8	18	-0.105	-0.244	-0.0496	-0.161	0.0774	-0.271	-0.208	-0.0373	-0.0523	-0.0674
2773	3	8	19	-0.0631	-0.0932	-0.029	-0.0063	0.108	-0.0957	-0.24	-0.058	-0.0342	-0.0111
2774	3	8	20	-0.0523	-0.0711	0.0126	0.00569	0.0667	-0.018	-0.23	0.000199	0.0296	0.011
2775	3	8	21	-0.0346	-0.203	0.0191	-0.0123	0.113	-0.0081	-0.153	-0.0162	0.0181	0.0191
2776	3	8	22	-0.0842	-0.0686	0.0224	-0.0244	0.0695	0.139	-0.129	-0.0308	0.0465	0.0142
2777	3	8	23	-0.024	-0.19	0.0314	0.0963	0.0956	-0.0239	-0.16	-0.00753	0.0468	0.0263
2778	3	8	24	-0.0817	-0.101	0.0047	-0.00166	0.162	0.0357	-0.178	-0.00625	0.0408	0.00916
2779	3	8	25	-0.0405	-0.0599	0.0163	0.0507	0.188	-0.111	-0.164	0.0319	-0.0169	-0.0193
2780	3	8	26	-0.0283	0.0059	0.00381	-0.0287	0.0817	0.00586	-0.224	0.0145	-0.00103	0.00599
2781	3	8	27	-0.0192	-0.147	0.00509	0.0223	0.132	0.0128	-0.218	0.0058	0.00658	0.00488
2782	3	8	28	-0.0264	0.00437	0.00538	0.00185	0.1	-0.00281	-0.211	0.0834	0.0182	-0.022
2783	3	8	29	-0.0569	-0.136	0.0311	0.06	0.141	0.125	-0.208	-0.00672	0.0125	0.0538
2784	3	8	30	-0.131	-0.143	0.0273	0.18	0.204	-0.131	-0.131	-0.206	0.0877	0.00526
2785	3	8	31	-0.0889	-0.0938	0.00837	-0.0179	0.0998	-0.0521	-0.159	0.0169	0.0292	0.00109
2786	3	8	32	-0.0425	0.455	0.0167	-0.0792	0.315	-0.0386	-0.152	0.0188	0.0142	0.0171
2787	3	8	33	-0.000816	-0.139	0.0311	-0.026	0.129	0.036	-0.11	0.0309	-0.121	0.0381
2788	3	8	34	-0.0479	-0.0313	0.0211	0.013	0.171	0.00753	-0.138	0.00991	-0.000427	0.0423
2789	3	8	35	-0.14	-0.0271	0.0187	-0.0201	0.251	-0.068	-0.22	0.00798	0.0239	0.0151
2790	3	8	36	-0.0661	-0.0983	-0.000607	-0.0438	0.133	-0.0116	-0.141	0.0121	-0.0107	-0.0122
2791	3	8	37	-0.0835	-0.121	0.00759	-0.0367	0.145	0.000899	-0.196	0.00569	0.0353	0.000507
2792	3	8	38	0.0273	-0.171	0.0463	0.0915	0.0872	-0.077	-0.0882	0.0185	0.0595	0.0568
2793	3	8	39	-0.0523	-0.0509	-0.00575	0.0155	0.107	-0.0768	-0.214	-0.0352	0.00248	-0.00595
2794	3	8	40	-0.0262	-0.0384	0.0244	-0.0586	0.109	-0.0144	-0.141	0.0368	0.00654	0.0296
2795	3	8	41	-0.0724	-0.0491	-0.000471	-0.0421	0.163	-0.0192	-0.0935	-0.0338	0.047	0.00276
2796	3	8	42	-0.0578	-0.107	-0.00382	-0.0262	0.131	0.0385	-0.155	-0.0117	-0.00821	0.00511
2797	3	8	44	-0.162	-0.329	0.013	0.00765	0.0769	0.245	-0.209	0.0505	-0.068	0.0199
2798	3	8	45	-0.042	-0.133	0.00714	-0.0245	0.096	-0.0113	-0.157	0.0183	0.0156	0.00215
2799	3	8	46	-0.0323	-0.212	-0.0292	0.0983	0.0476	0.117	-0.25	-0.0435	-0.0864	-0.016
2800	3	8	47	-0.0385	-0.039	0.00905	0.0226	0.087	-0.0504	-0.212	0.0974	0.00164	-0.0012
2801	3	8	48	-0.0471	-0.0471	0.0285	-0.0142	0.163	0.00515	-0.119	0.0307	0.0301	0.0258
2802	3	8	49	-0.0542	-0.154	0.0321	-0.081	0.299	-0.0762	-0.14	0.0473	-0.0634	0.0357
2803	3	8	50	-0.191	0.109	-0.0938	0.00788	0.0399	-0.176	-0.163	-0.128	.	-0.0851
2804	3	8	51	-0.0605	-0.0839	-0.0046	-0.0553	0.139	-0.0563	-0.173	-0.00983	0.0209	-0.00793
2805	3	8	53	-0.162	-0.106	-0.00238	-0.13	0.25	0.0266	-0.139	-0.0185	0.0259	0.00879
2806	3	8	54	-0.0781	0.0163	-0.00367	-0.0167	0.0977	-0.0238	-0.157	-0.113	-0.00352	0.00253
2807	3	8	55	-0.0489	0.0691	-0.0105	-0.0227	0.104	-0.028	-0.195	-0.0242	-0.00828	-0.00517
2808	3	8	56	-0.0581	-0.0505	0.00825	-0.0825	0.0539	-0.0204	0.0128	-0.0168	0.0565	0.0107
2809	3	9	1	-0.0285	-0.216	-0.0111	0.0434	0.158	-0.0654	-0.229	-0.0326	0.0288	-0.0414
2810	3	9	2	-0.101	-0.0357	0.0339	0.152	0.262	-0.132	0.0362	0.0226	.	0.0277
2811	3	9	4	-0.071	-0.106	-0.00609	0.000919	0.192	-0.0118	-0.198	-0.000389	-0.0288	-0.00299
2812	3	9	5	0.0163	-0.0446	0.0407	0.0101	0.136	0.124	-0.171	0.0865	0.0222	0.0519
2813	3	9	6	-0.09	-0.146	-0.00425	-0.0653	0.267	-0.0198	-0.148	-0.00378	-0.0047	-0.00589
2814	3	9	8	-0.12	-0.107	-0.0149	-0.104	0.208	-0.0511	-0.219	-0.0321	0.0251	-0.00531
2815	3	9	9	-0.12	-0.147	-0.0513	-0.0301	0.16	-0.123	-0.259	-0.0417	-0.0431	-0.0732
2816	3	9	10	-0.133	-0.506	-0.0479	0.0921	0.173	-0.199	-0.0735	-0.0599	0.157	-0.0538
2817	3	9	12	-0.062	-0.155	-0.0175	-0.0242	0.114	-0.0282	-0.223	-0.032	0.00299	-0.0233
2818	3	9	13	-0.0618	-0.0645	0.00348	-0.0564	0.231	-0.0271	-0.182	0.00187	0.0153	-0.0000313
2819	3	9	15	-0.0486	-0.224	-0.0197	0.0287	0.141	-0.184	-0.205	-0.0556	0.201	0.0315
2820	3	9	16	-0.0296	-0.12	0.00756	0.0123	0.148	-0.0615	-0.0714	-0.292	0.0371	0.00361
2821	3	9	17	-0.0989	-0.0314	-0.039	-0.0501	0.154	-0.0988	-0.18	-0.0768	-0.034	-0.0205
2822	3	9	18	-0.0999	-0.284	-0.0401	-0.124	0.149	-0.282	-0.183	-0.0518	-0.0264	-0.0545
2823	3	9	19	-0.0694	-0.186	-0.0369	-0.0104	0.161	-0.0976	-0.255	-0.0642	-0.0253	-0.0259
2824	3	9	20	-0.0494	-0.228	0.00216	0.0214	0.14	-0.00035	-0.237	-0.0146	-0.00141	0.00829
2825	3	9	21	-0.0349	-0.268	0.0243	0.0182	0.172	-0.0967	-0.168	0.0316	0.0273	0.0215
2826	3	9	22	-0.0718	-0.084	0.0123	-0.0151	0.101	0.131	-0.167	-0.00944	0.0305	0.000932
2827	3	9	23	-0.0435	-0.234	0.0212	0.0682	0.111	-0.11	-0.198	-0.0366	0.0403	0.0132
2828	3	9	24	-0.0966	-0.0625	-0.0184	-0.026	0.203	-0.0556	-0.22	-0.0324	0.0474	-0.0174
2829	3	9	25	-0.0921	-0.183	-0.0158	-0.00605	0.194	-0.0685	-0.198	-0.00603	-0.0853	-0.0272
2830	3	9	26	-0.0243	-0.017	-0.00846	-0.0307	0.103	-0.0401	-0.256	-0.00914	-0.00859	-0.00409
2831	3	9	27	0.00151	-0.164	0.0025	0.0298	0.146	-0.106	-0.221	0.0002	0.00978	0.00304
2832	3	9	28	0.107	0.141	0.0161	-0.00659	0.117	-0.116	-0.238	0.0499	0.0404	-0.03
2833	3	9	29	-0.0466	-0.218	0.035	0.122	0.254	0.505	-0.169	0.0209	0.0195	0.0448
2834	3	9	30	-0.119	-0.29	0.00466	0.123	0.249	-1.27	-0.176	-0.257	0.0624	-0.0148
2835	3	9	31	-0.084	-0.133	-0.00648	-0.024	0.113	-0.0629	-0.172	-0.0115	0.0127	-0.00522
2836	3	9	32	-0.0522	-0.0933	-0.00849	0.08	0.356	-0.0377	-0.188	-0.0302	-0.0188	0.00956
2837	3	9	33	-0.0516	-0.184	0.00963	-0.102	0.12	-0.0839	-0.12	0.0104	-0.178	0.0123
2838	3	9	34	-0.0573	-0.0991	-0.01	-0.0151	0.204	-0.0168	-0.157	-0.0273	-0.01	0.0256
2839	3	9	35	-0.126	-0.0272	0.0228	-0.00781	0.279	-0.149	-0.229	0.0128	0.0253	0.0196
2840	3	9	36	-0.085	-0.138	-0.0265	-0.0636	0.153	-0.0702	-0.179	-0.0156	-0.0511	-0.0314
2841	3	9	37	-0.0673	-0.142	-0.0112	-0.0303	0.192	-0.0198	-0.194	-0.0266	0.0269	-0.0164
2842	3	9	38	0.0522	-0.264	0.0564	0.129	0.119	-0.0985	-0.0904	0.0287	0.0682	0.0673
2843	3	9	39	-0.0689	-0.0377	-0.0122	0.0327	0.156	-0.131	-0.226	-0.0629	0.00488	-0.013
