reportID	month	day	statefips	spend_accomodation_food	spend_arts_entertainment	spend_all	spend_general_merchandise	spend_grocery_food_store	spend_healthcare_social_assistance	spend_transportation_warehousing	spend_all_inchigh	spend_all_inclow	spend_all_incmiddle
7786	6	16	18	-0.336	-0.676	-0.0347	-0.0451	0.0942	-0.245	-0.485	-0.0168	-0.0511	-0.062
7787	6	16	19	-0.475	-0.47	-0.13	-0.148	-0.0969	-0.284	-0.504	-0.152	-0.122	-0.12
7788	6	16	20	-0.377	-0.305	-0.0399	0.0823	0.0651	0.328	-0.462	0.0139	-0.109	-0.025
7789	6	16	21	-0.233	-0.442	0.0126	0.0903	0.103	-0.134	-0.411	-0.0422	0.0175	0.016
7790	6	16	22	-0.211	-0.165	-0.0243	-0.00278	0.0285	0.141	-0.367	-0.0215	-0.0344	-0.0285
7791	6	16	23	-0.317	-0.371	0.0117	0.164	0.00225	-0.0977	-0.38	-0.0754	0.0176	0.0202
7792	6	16	24	-0.453	-0.399	-0.132	-0.14	0.0617	-0.329	-0.533	-0.167	-0.0103	-0.1
7793	6	16	25	-0.427	-0.528	-0.105	-0.0327	0.108	-0.245	-0.501	-0.116	-0.15	-0.0863
7794	6	16	26	-0.304	-0.411	-0.0138	0.0613	0.0795	-0.257	-0.432	-0.0661	0.0239	-0.0206
7795	6	16	27	-0.509	-0.414	-0.0785	-0.111	0.137	-0.224	-0.513	-0.0921	-0.0615	-0.0713
7796	6	16	28	-0.288	-0.529	-0.0223	0.109	0.0359	0.132	-0.457	-0.133	0.00167	-0.0573
7797	6	16	29	-0.302	-0.426	-0.0131	-0.027	0.177	-0.519	-0.468	-0.131	0.00908	0.0315
7798	6	16	30	-0.458	-0.418	-0.0961	-0.0391	0.083	-0.929	-0.487	0.00771	-0.0596	-0.133
7799	6	16	31	-0.34	-0.334	-0.051	-0.0275	0.0545	0.0179	-0.473	-0.0623	-0.0266	-0.0505
7800	6	16	32	-0.439	-0.491	-0.115	-0.181	0.175	-0.147	-0.498	-0.119	-0.12	-0.104
7801	6	16	33	-0.393	-0.641	0.0129	0.0473	0.168	-0.11	-0.483	-0.0251	0.161	0.0407
7802	6	16	34	-0.402	-0.392	-0.0642	-0.127	0.192	-0.168	-0.511	-0.0853	0.00751	-0.036
7803	6	16	35	-0.545	-0.631	-0.145	-0.0803	0.158	-0.022	-0.518	-0.175	-0.181	-0.148
7804	6	16	36	-0.421	-0.524	-0.0768	-0.171	0.117	-0.274	-0.48	-0.109	-0.0557	-0.0433
7805	6	16	37	-0.398	-0.518	-0.0942	-0.0703	0.0648	-0.131	-0.528	-0.12	-0.0555	-0.0964
7806	6	16	38	-0.247	-0.578	-0.0171	0.0114	0.105	-0.14	-0.417	-0.0489	0.0376	-0.00572
7807	6	16	39	-0.422	-0.548	-0.0997	-0.0314	0.0558	-0.311	-0.476	-0.15	-0.0591	-0.11
7808	6	16	40	-0.187	-0.457	-0.0173	0.0568	0.0424	0.38	-0.383	-0.0343	0.00383	-0.0192
7809	6	16	41	-0.518	-0.49	-0.134	-0.148	0.0584	-0.0234	-0.534	-0.121	-0.171	-0.124
7810	6	16	42	-0.356	-0.444	-0.0262	-0.0174	0.16	-0.124	-0.466	-0.0808	0.0926	-0.019
7811	6	16	44	-0.571	0.69	-0.123	-0.0998	-0.0179	1.21	-0.55	-0.132	-0.216	-0.134
7812	6	16	45	-0.284	-0.404	-0.0389	0.00676	0.0792	-0.0389	-0.49	-0.0776	-0.0158	-0.0404
7813	6	16	46	-0.479	-0.419	-0.164	-0.0194	0.0301	-0.389	-0.543	-0.0619	-0.346	-0.15
7814	6	16	47	-0.155	-0.472	0.00167	0.183	0.0551	-0.113	-0.451	-0.12	0.0645	-0.0327
7815	6	16	48	-0.336	-0.419	-0.104	-0.13	0.0248	-0.139	-0.516	-0.127	-0.000369	-0.126
7816	6	16	49	-0.335	-0.358	-0.0967	-0.13	0.16	-0.306	-0.445	-0.119	-0.0541	-0.0914
7817	6	16	50	-0.375	-0.652	0.0357	-0.105	0.214	-0.375	-0.387	0.18	.	0.0583
7818	6	16	51	-0.397	-0.417	-0.0897	-0.0537	0.0659	-0.117	-0.542	-0.136	0.0286	-0.0808
7819	6	16	53	-0.479	-0.239	-0.127	-0.198	0.0615	-0.229	-0.509	-0.164	-0.11	-0.0828
7820	6	16	54	-0.306	-0.572	0.0254	0.204	0.0825	0.153	-0.392	0.0132	0.0367	0.00672
7821	6	16	55	-0.46	-0.417	-0.0859	-0.0779	0.106	-0.187	-0.458	-0.12	-0.0867	-0.0766
7822	6	16	56	-0.321	-0.352	-0.0696	-0.113	0.0811	0.0249	-0.458	-0.1	0.0406	-0.0824
7823	6	17	1	-0.245	-0.472	-0.0166	0.0607	0.0697	-0.19	-0.439	-0.0932	0.0479	-0.055
7824	6	17	2	-0.394	-0.139	-0.121	-0.0374	0.0825	-0.653	-0.548	-0.144	.	-0.0987
7825	6	17	4	-0.404	-0.339	-0.0892	-0.113	0.0835	-0.123	-0.486	-0.102	-0.128	-0.0677
7826	6	17	5	-0.244	-0.405	0.0404	0.0912	0.107	-0.0481	-0.528	-0.112	0.0485	0.0465
7827	6	17	6	-0.506	-0.559	-0.165	-0.237	0.118	-0.141	-0.557	-0.179	-0.156	-0.143
7828	6	17	8	-0.428	-0.304	-0.113	-0.169	0.0602	-0.148	-0.524	-0.118	-0.073	-0.12
7829	6	17	9	-0.486	-0.555	-0.146	-0.118	0.189	-0.472	-0.602	-0.152	-0.117	-0.138
7830	6	17	10	-0.489	-0.421	-0.0771	-0.0161	0.124	-0.71	-0.606	-0.0983	-0.091	-0.073
7831	6	17	12	-0.303	-0.491	-0.0598	-0.0154	0.0998	-0.163	-0.487	-0.0958	-0.0393	-0.061
7832	6	17	13	-0.34	-0.499	-0.0615	-0.0501	0.0968	-0.144	-0.507	-0.102	-0.0224	-0.0633
7833	6	17	15	-0.328	-0.554	0.0674	0.139	0.257	0.329	-0.437	0.00285	0.291	0.153
7834	6	17	16	-0.235	-0.526	0.017	0.0478	0.097	-0.0701	-0.394	-0.00269	0.0287	0.0169
7835	6	17	17	-0.377	-0.545	-0.0553	-0.0664	0.141	-0.0951	-0.435	-0.12	0.00115	-0.0328
7836	6	17	18	-0.335	-0.66	-0.0226	-0.0411	0.129	-0.143	-0.457	-0.00528	-0.0434	-0.0462
7837	6	17	19	-0.459	-0.296	-0.115	-0.154	-0.0835	-0.295	-0.464	-0.137	-0.145	-0.0965
7838	6	17	20	-0.354	-0.843	-0.0306	0.0979	0.0959	0.469	-0.536	0.0248	-0.0925	-0.0208
7839	6	17	21	-0.234	-0.487	0.0222	0.0789	0.113	-0.0618	-0.394	-0.048	0.0416	0.0174
7840	6	17	22	-0.19	-0.247	-0.0148	0.00352	0.0493	0.0741	-0.366	-0.00959	-0.0216	-0.0111
7841	6	17	23	-0.299	-0.368	0.0286	0.209	0.0367	-0.0136	-0.374	-0.0868	0.046	0.0288
7842	6	17	24	-0.469	-0.43	-0.131	-0.152	0.076	-0.293	-0.539	-0.168	-0.009	-0.0968
7843	6	17	25	-0.421	-0.567	-0.0881	0.00728	0.131	-0.161	-0.485	-0.104	0.0816	-0.0662
7844	6	17	26	-0.315	-0.401	-0.00348	0.0736	0.115	-0.316	-0.438	-0.0449	0.0267	-0.00468
7845	6	17	27	-0.502	-0.476	-0.0731	-0.101	0.144	-0.144	-0.503	-0.087	-0.0404	-0.0665
7846	6	17	28	-0.23	-0.542	0.0125	0.132	0.057	0.0314	-0.475	-0.127	0.0344	-0.0622
7847	6	17	29	-0.303	-0.482	0.0108	-0.0148	0.219	-0.413	-0.457	-0.127	0.0116	0.0659
7848	6	17	30	-0.479	-0.413	-0.112	0.00815	0.123	-0.828	-0.499	-0.23	-0.0427	-0.154
7849	6	17	31	-0.328	-0.389	-0.0447	-0.00909	0.0708	-0.0358	-0.472	-0.0617	-0.0358	-0.0405
7850	6	17	32	-0.44	-0.549	-0.0961	-0.112	0.189	-0.153	-0.506	-0.0844	-0.0886	-0.0949
7851	6	17	33	-0.374	-0.722	0.00494	0.0797	0.17	-0.0474	-0.445	-0.0368	0.192	0.0302
7852	6	17	34	-0.397	-0.394	-0.0519	-0.108	0.207	-0.136	-0.478	-0.0769	-0.00198	-0.0158
7853	6	17	35	-0.563	-0.611	-0.146	-0.0829	0.184	-0.0728	-0.5	-0.129	-0.186	-0.148
7854	6	17	36	-0.421	-0.526	-0.0689	-0.154	0.145	-0.321	-0.492	-0.11	-0.046	-0.0302
7855	6	17	37	-0.405	-0.537	-0.0808	-0.0623	0.0824	-0.0649	-0.486	-0.107	-0.035	-0.0849
7856	6	17	38	-0.24	-0.604	-0.014	0.0214	0.121	-0.104	-0.407	-0.0505	0.0362	0.000951
7857	6	17	39	-0.423	-0.573	-0.0864	0.00839	0.091	-0.221	-0.469	-0.169	-0.0342	-0.094
7858	6	17	40	-0.19	-0.374	-0.0212	0.0606	0.0576	0.113	-0.38	-0.0306	0.00389	-0.0201
7859	6	17	41	-0.513	-0.536	-0.12	-0.103	0.0902	0.0202	-0.525	-0.122	-0.167	-0.102
7860	6	17	42	-0.354	-0.356	-0.0159	0.00187	0.176	-0.0482	-0.455	-0.0705	0.117	-0.0129
7861	6	17	44	-0.58	0.31	-0.121	-0.0987	0.0363	0.491	-0.597	-0.132	-0.0907	-0.175
7862	6	17	45	-0.29	-0.429	-0.0348	0.012	0.0974	0.0148	-0.472	-0.0727	-0.00913	-0.0372
7863	6	17	46	-0.489	-0.364	-0.128	-0.0253	0.0466	-0.105	-0.501	-0.0277	-0.326	-0.117
7864	6	17	47	-0.163	-0.454	0.00727	0.202	0.0568	-0.0509	-0.446	-0.0928	0.0674	-0.0296
7865	6	17	48	-0.34	-0.469	-0.0929	-0.117	0.0432	-0.0751	-0.487	-0.113	0.00151	-0.114
7866	6	17	49	-0.338	-0.321	-0.0839	-0.105	0.218	-0.289	-0.452	-0.0745	-0.0504	-0.0967
7867	6	17	50	-0.371	-0.6	0.0562	-0.0828	0.239	-0.314	-0.376	0.166	.	0.0717
7868	6	17	51	-0.401	-0.452	-0.0938	-0.0667	0.0655	-0.0587	-0.53	-0.148	0.0296	-0.0713
7869	6	17	53	-0.491	-0.281	-0.112	-0.167	0.0788	-0.286	-0.494	-0.158	-0.112	-0.059
7870	6	17	54	-0.305	-0.52	0.0209	0.199	0.0899	-0.0317	-0.411	-0.0628	0.0335	0.00579
7871	6	17	55	-0.437	-0.438	-0.0779	-0.0606	0.129	-0.0911	-0.424	-0.118	-0.093	-0.0677
7872	6	17	56	-0.349	-0.388	-0.0641	-0.103	0.0948	0.0661	-0.465	-0.111	0.0703	-0.0776
7873	6	18	1	-0.222	-0.471	-0.013	-0.0136	0.0871	0.126	-0.405	-0.0723	0.0583	-0.0624
7874	6	18	2	-0.374	-0.0666	-0.162	-0.0177	0.0561	-0.179	-0.744	-0.193	.	-0.119
7875	6	18	4	-0.382	-0.339	-0.0901	-0.121	0.0951	-0.0128	-0.445	-0.112	-0.1	-0.0731
7876	6	18	5	-0.229	-0.409	0.0528	0.119	0.13	-0.0119	-0.516	-0.117	0.0472	0.0672
7877	6	18	6	-0.489	-0.567	-0.164	-0.229	0.137	-0.109	-0.543	-0.178	-0.127	-0.147
7878	6	18	8	-0.423	-0.322	-0.107	-0.173	0.0765	-0.155	-0.521	-0.118	-0.0661	-0.11
7879	6	18	9	-0.483	-0.471	-0.136	-0.0868	0.214	-0.226	-0.59	-0.139	-0.135	-0.139
7880	6	18	10	-0.492	-0.476	-0.0921	0.0479	0.161	-0.919	-0.549	-0.0975	-0.191	-0.0972
7881	6	18	12	-0.291	-0.507	-0.0543	0.00324	0.108	-0.0569	-0.487	-0.0922	-0.0295	-0.0562
7882	6	18	13	-0.336	-0.477	-0.0512	-0.0334	0.102	-0.0712	-0.504	-0.0904	-0.0144	-0.0532
7883	6	18	15	-0.309	-0.511	0.0965	0.167	0.298	0.0283	-0.414	0.0378	0.362	0.168
7884	6	18	16	-0.237	-0.479	0.0255	0.0396	0.129	-0.163	-0.378	0.321	0.0172	0.0315
7885	6	18	17	-0.38	-0.538	-0.051	-0.0327	0.168	-0.0405	-0.455	-0.115	0.00559	-0.0314
7886	6	18	18	-0.321	-0.591	-0.0213	-0.0276	0.141	-0.292	-0.411	0.016	-0.02	-0.0535
7887	6	18	19	-0.466	-0.289	-0.115	-0.151	-0.0751	-0.196	-0.48	-0.133	-0.111	-0.109
7888	6	18	20	-0.327	-0.828	-0.00605	0.119	0.115	0.118	-0.544	0.0267	-0.0912	0.000339
7889	6	18	21	-0.222	-0.537	0.0256	0.0856	0.113	-0.0342	-0.402	-0.0582	0.0561	0.0135
7890	6	18	22	-0.178	-0.369	-0.0123	0.0258	0.0544	-0.00678	-0.369	-0.0166	-0.0243	-0.000227
7891	6	18	23	-0.265	-0.425	0.0374	0.248	0.0654	-0.266	-0.357	-0.091	0.0721	0.0355
7892	6	18	24	-0.444	-0.502	-0.12	-0.122	0.0978	-0.0146	-0.566	-0.16	0.00629	-0.0788
7893	6	18	25	-0.389	-0.615	-0.0793	0.00579	0.155	-0.0286	-0.51	-0.09	0.0962	-0.0715
7894	6	18	26	-0.314	-0.355	0.00619	0.101	0.123	-0.103	-0.437	-0.033	0.0532	-0.00345
7895	6	18	27	-0.498	-0.496	-0.0724	-0.0957	0.152	-0.176	-0.494	-0.0854	-0.0517	-0.0662
7896	6	18	28	-0.19	-0.507	0.00561	0.108	0.0958	-0.019	-0.438	-0.145	0.0372	-0.0726
7897	6	18	29	-0.307	-0.534	0.0126	-0.0113	0.234	-0.0798	-0.447	-0.143	0.0127	0.0764
7898	6	18	30	-0.49	-0.467	-0.109	0.0149	0.138	-0.788	-0.525	-0.485	-0.0575	-0.146
7899	6	18	31	-0.331	-0.414	-0.0492	-0.0126	0.0743	0.00296	-0.465	-0.068	-0.0124	-0.0475
7900	6	18	32	-0.38	-0.509	-0.0938	-0.0897	0.203	-0.0524	-0.468	-0.0826	-0.0914	-0.0926
7901	6	18	33	-0.368	-0.672	-0.00689	0.0449	0.166	-0.133	-0.46	-0.0458	0.199	0.0105
7902	6	18	34	-0.382	-0.418	-0.0396	-0.095	0.219	-0.144	-0.475	-0.0696	0.0107	0.0054
7903	6	18	35	-0.578	-0.49	-0.146	-0.104	0.199	0.0299	-0.497	-0.236	-0.2	-0.142
7904	6	18	36	-0.401	-0.554	-0.0642	-0.131	0.17	-0.127	-0.497	-0.108	-0.0379	-0.0218
7905	6	18	37	-0.391	-0.505	-0.0789	-0.062	0.0925	-0.0814	-0.452	-0.107	-0.0343	-0.0834
7906	6	18	38	-0.231	-0.573	-0.00562	0.041	0.14	-0.112	-0.402	-0.0446	0.0221	0.0154
7907	6	18	39	-0.406	-0.592	-0.0879	0.0456	0.105	-0.193	-0.492	-0.165	-0.0566	-0.099
7908	6	18	40	-0.186	-0.446	-0.0164	0.0815	0.0822	-0.0934	-0.383	-0.0536	0.0142	-0.00516
7909	6	18	41	-0.502	-0.495	-0.127	-0.11	0.114	-0.101	-0.458	-0.143	-0.12	-0.112
7910	6	18	42	-0.346	-0.444	-0.0152	0.0235	0.185	-0.116	-0.439	-0.0808	0.137	-0.0111
7911	6	18	44	-0.577	0.211	-0.0765	-0.0984	0.0366	-0.177	-0.656	-0.0793	-0.146	-0.0639
7912	6	18	45	-0.27	-0.483	-0.0337	0.023	0.107	0.0875	-0.441	-0.0732	-0.00828	-0.0367
7913	6	18	46	-0.456	-0.382	-0.136	-0.055	0.0604	-0.157	-0.522	-0.0677	-0.332	-0.113
7914	6	18	47	-0.147	-0.432	0.0173	0.204	0.0644	0.0222	-0.44	-0.101	0.0735	-0.0153
7915	6	18	48	-0.334	-0.472	-0.094	-0.122	0.0555	-0.0779	-0.475	-0.107	0.000235	-0.12
7916	6	18	49	-0.352	-0.295	-0.0736	-0.102	0.244	0.0547	-0.455	-0.0679	-0.0839	-0.0812
7917	6	18	50	-0.378	-0.527	0.0486	-0.108	0.275	-0.298	-0.397	0.184	.	0.06
7918	6	18	51	-0.392	-0.546	-0.0871	-0.069	0.073	-0.156	-0.506	-0.14	0.0351	-0.0654
7919	6	18	53	-0.473	-0.325	-0.107	-0.134	0.107	-0.00547	-0.546	-0.159	-0.152	-0.0448
7920	6	18	54	-0.303	-0.536	0.0229	0.202	0.0994	0.0102	-0.427	-0.182	0.038	0.00976
7921	6	18	55	-0.425	-0.442	-0.0601	-0.061	0.13	0.0369	-0.43	-0.115	-0.0966	-0.0393
7922	6	18	56	-0.327	-0.393	-0.0597	-0.0494	0.0884	-0.166	-0.48	-0.0955	0.0573	-0.0738
7923	6	19	1	-0.217	-0.355	-0.00935	0.0159	0.0954	0.056	-0.404	-0.0693	0.0661	-0.0619
7924	6	19	2	-0.338	-0.0523	-0.132	-0.0167	0.0848	-0.244	-0.629	-0.141	.	-0.113
7925	6	19	4	-0.365	-0.38	-0.0752	-0.112	0.102	-0.0248	-0.477	-0.104	-0.075	-0.0593
7926	6	19	5	-0.205	-0.382	0.0707	0.144	0.158	0.0154	-0.519	-0.0758	0.0637	0.0882
7927	6	19	6	-0.476	-0.587	-0.158	-0.221	0.155	-0.125	-0.563	-0.174	-0.115	-0.138
7928	6	19	8	-0.427	-0.295	-0.102	-0.158	0.0965	-0.18	-0.532	-0.114	-0.0625	-0.104
7929	6	19	9	-0.46	-0.437	-0.124	-0.0765	0.218	-0.27	-0.598	-0.127	-0.132	-0.122
7930	6	19	10	-0.522	-0.449	-0.0851	0.0586	0.19	-0.687	-0.509	-0.106	-0.241	-0.0696
7931	6	19	12	-0.285	-0.486	-0.0469	0.0199	0.122	-0.0763	-0.482	-0.089	-0.0178	-0.0488
7932	6	19	13	-0.312	-0.447	-0.046	-0.0362	0.114	-0.0852	-0.518	-0.0902	0.00126	-0.0485
7933	6	19	15	-0.293	-0.43	0.113	0.182	0.301	0.0369	-0.4	0.0631	0.459	0.173
7934	6	19	16	-0.227	-0.398	0.0252	0.0504	0.131	-0.0905	-0.397	-0.00898	0.0212	0.0299
7935	6	19	17	-0.36	-0.438	-0.0438	-0.0386	0.181	-0.103	-0.473	-0.108	0.0123	-0.0222
7936	6	19	18	-0.309	-0.568	-0.012	-0.0403	0.134	-0.3	-0.436	0.024	-0.00817	-0.0475
7937	6	19	19	-0.459	-0.335	-0.121	-0.136	-0.0636	-0.24	-0.549	-0.129	-0.102	-0.123
7938	6	19	20	-0.305	-0.71	0.00312	0.13	0.134	0.00501	-0.529	0.0287	-0.0916	0.0101
7939	6	19	21	-0.214	-0.499	0.0247	0.101	0.115	-0.058	-0.422	-0.0459	0.046	0.0188
7940	6	19	22	-0.154	-0.372	-0.00939	0.0516	0.0573	-0.00313	-0.382	-0.0176	-0.00831	-0.00233
7941	6	19	23	-0.245	-0.308	0.0501	0.275	0.0837	-0.229	-0.374	-0.0856	0.0801	0.0539
7942	6	19	24	-0.409	-0.509	-0.103	-0.0784	0.124	-0.0479	-0.54	-0.14	0.02	-0.0737
7943	6	19	25	-0.361	-0.527	-0.0629	-0.00794	0.185	-0.125	-0.533	-0.0647	-0.04	-0.0569
7944	6	19	26	-0.301	-0.352	0.00158	0.105	0.117	-0.134	-0.426	-0.0377	0.0475	-0.00794
7945	6	19	27	-0.483	-0.439	-0.0535	-0.0805	0.175	-0.178	-0.501	-0.0683	-0.0391	-0.0458
7946	6	19	28	-0.109	-0.469	-0.00653	0.0833	0.0993	-0.0219	-0.43	-0.145	0.0344	-0.0671
7947	6	19	29	-0.321	-0.516	-0.000448	0.00333	0.232	-0.0793	-0.46	-0.139	-0.00805	0.0649
7948	6	19	30	-0.489	-0.416	-0.0978	0.0194	0.144	-0.67	-0.487	-0.202	-0.0829	-0.112
7949	6	19	31	-0.326	-0.391	-0.0541	-0.0284	0.0734	-0.0733	-0.464	-0.076	-0.000547	-0.0527
7950	6	19	32	-0.362	-0.569	-0.088	-0.115	0.236	-0.0835	-0.46	-0.0857	-0.0979	-0.083
7951	6	19	33	-0.357	-0.534	-0.0309	0.0171	0.161	-0.227	-0.477	-0.0753	0.135	-0.00694
7952	6	19	34	-0.352	-0.39	-0.0248	-0.0591	0.223	-0.11	-0.471	-0.0536	0.0428	0.0177
7953	6	19	35	-0.583	-0.388	-0.126	-0.114	0.206	0.00289	-0.527	-0.199	-0.175	-0.126
7954	6	19	36	-0.379	-0.529	-0.0404	-0.101	0.193	-0.142	-0.467	-0.0832	-0.00484	0.00108
7955	6	19	37	-0.385	-0.518	-0.0872	-0.0777	0.0917	-0.102	-0.484	-0.113	-0.0481	-0.0909
7956	6	19	38	-0.208	-0.54	0.00436	0.0554	0.153	-0.17	-0.392	-0.0404	0.0258	0.0292
7957	6	19	39	-0.392	-0.544	-0.0828	0.0632	0.119	-0.223	-0.486	-0.145	-0.0571	-0.0935
7958	6	19	40	-0.188	-0.489	-0.0182	0.0703	0.0812	-0.0901	-0.384	-0.0628	0.00889	-0.0102
7959	6	19	41	-0.494	-0.479	-0.128	-0.11	0.119	-0.16	-0.45	-0.153	-0.122	-0.111
7960	6	19	42	-0.337	-0.487	-0.0071	0.0581	0.201	-0.122	-0.449	-0.0725	0.141	-0.00181
7961	6	19	44	-0.442	0.607	-0.112	-0.101	0.0149	-0.253	-0.703	-0.0687	-0.258	-0.0973
7962	6	19	45	-0.264	-0.482	-0.0295	0.0376	0.104	0.0566	-0.447	-0.0632	-0.00467	-0.0332
7963	6	19	46	-0.426	-0.357	-0.127	-0.0377	0.0706	-0.149	-0.498	-0.057	-0.334	-0.102
7964	6	19	47	-0.145	-0.402	0.0231	0.2	0.0811	0.0124	-0.437	-0.113	0.079	-0.00529
7965	6	19	48	-0.331	-0.453	-0.0868	-0.107	0.0675	-0.0783	-0.475	-0.0994	0.00611	-0.112
7966	6	19	49	-0.356	-0.287	-0.0654	-0.0639	0.254	0.0238	-0.478	-0.0824	-0.129	-0.0496
7967	6	19	50	-0.36	-0.479	0.0328	-0.117	0.294	-0.21	-0.422	0.146	.	0.0508
7968	6	19	51	-0.371	-0.49	-0.0799	-0.0624	0.0922	-0.152	-0.507	-0.127	0.0376	-0.0639
7969	6	19	53	-0.461	-0.348	-0.101	-0.163	0.124	-0.0265	-0.572	-0.152	-0.0941	-0.0439
7970	6	19	54	-0.287	-0.596	0.0329	0.216	0.118	-0.00669	-0.427	-0.219	0.0417	0.0289
7971	6	19	55	-0.424	-0.427	-0.0589	-0.039	0.13	-0.0842	-0.484	-0.0976	-0.11	-0.0434
7972	6	19	56	-0.313	0.093	-0.0639	-0.0468	0.0967	-0.173	-0.501	-0.157	0.0101	-0.0627
7973	6	20	1	-0.217	-0.327	-0.00255	0.05	0.118	-0.0425	-0.414	-0.0869	0.0815	-0.0482
7974	6	20	2	-0.303	0.0571	-0.123	0.0584	0.107	-0.374	-0.487	-0.139	.	-0.0841
7975	6	20	4	-0.38	-0.425	-0.074	-0.0878	0.126	-0.0446	-0.513	-0.0929	-0.0966	-0.0564
7976	6	20	5	-0.216	-0.346	0.0818	0.216	0.195	0.07	-0.51	-0.066	0.0775	0.0969
7977	6	20	6	-0.469	-0.593	-0.15	-0.192	0.178	-0.144	-0.585	-0.167	-0.114	-0.127
7978	6	20	8	-0.421	-0.304	-0.0936	-0.145	0.128	-0.169	-0.534	-0.11	-0.0461	-0.0918
7979	6	20	9	-0.452	-0.52	-0.118	-0.0893	0.244	-0.279	-0.625	-0.124	-0.0962	-0.108
7980	6	20	10	-0.481	-0.468	-0.0777	0.03	0.214	-0.465	-0.481	-0.104	-0.167	-0.068
7981	6	20	12	-0.287	-0.485	-0.0397	0.0377	0.143	-0.0936	-0.483	-0.0833	-0.0128	-0.0411
7982	6	20	13	-0.29	-0.431	-0.0338	-0.0191	0.145	-0.105	-0.501	-0.085	0.0355	-0.0388
7983	6	20	15	-0.251	-0.471	0.116	0.186	0.34	0.12	-0.442	0.0693	0.475	0.175
7984	6	20	16	-0.225	-0.371	0.0276	0.037	0.162	-0.117	-0.397	-0.177	0.032	0.0284
7985	6	20	17	-0.345	-0.452	-0.0374	-0.0109	0.209	-0.143	-0.461	-0.0988	0.0123	-0.0148
7986	6	20	18	-0.319	-0.595	-0.0123	-0.081	0.173	-0.31	-0.435	0.0174	-0.00379	-0.0428
7987	6	20	19	-0.445	-0.383	-0.12	-0.117	-0.0586	-0.297	-0.5	-0.142	-0.106	-0.116
7988	6	20	20	-0.272	-0.563	-0.00306	0.162	0.145	-0.0663	-0.507	0.0248	-0.0841	0.0109
7989	6	20	21	-0.216	-0.459	0.0395	0.122	0.139	-0.0686	-0.409	-0.0528	0.0531	0.0414
7990	6	20	22	-0.166	-0.457	-0.00393	0.0597	0.1	0.00503	-0.384	-0.0264	0.00742	-0.0032
7991	6	20	23	-0.255	-0.268	0.0669	0.319	0.128	-0.177	-0.376	-0.0534	0.0932	0.0725
7992	6	20	24	-0.431	-0.478	-0.0984	-0.0443	0.146	-0.109	-0.532	-0.138	0.0509	-0.0722
7993	6	20	25	-0.386	-0.402	-0.054	0.0254	0.197	-0.183	-0.558	-0.0555	-0.107	-0.046
7994	6	20	26	-0.29	-0.359	0.00269	0.122	0.131	-0.164	-0.436	-0.0183	0.0436	-0.0082
7995	6	20	27	-0.477	-0.439	-0.0509	-0.0723	0.199	-0.221	-0.503	-0.0676	-0.0604	-0.0408
7996	6	20	28	-0.119	-0.454	0.0105	0.102	0.121	-0.099	-0.418	-0.118	0.0441	-0.0433
7997	6	20	29	-0.291	-0.502	0.0166	0.0376	0.269	-0.0974	-0.436	-0.12	0.0152	0.0756
7998	6	20	30	-0.453	-0.329	-0.109	0.0215	0.131	-0.578	-0.46	-0.106	-0.0958	-0.107
7999	6	20	31	-0.323	-0.443	-0.052	-0.0198	0.0999	-0.113	-0.479	-0.0781	-0.014	-0.0479
8000	6	20	32	-0.35	-0.602	-0.0851	-0.0984	0.248	-0.105	-0.499	-0.0838	-0.0784	-0.0872
8001	6	20	33	-0.37	-0.511	-0.0359	0.0524	0.139	-0.263	-0.489	-0.0781	0.178	-0.00746
8002	6	20	34	-0.339	-0.326	-0.0144	-0.0208	0.242	-0.113	-0.491	-0.0444	0.0431	0.0315
8003	6	20	35	-0.579	-0.649	-0.128	-0.103	0.21	-0.0618	-0.554	-0.171	-0.165	-0.136
8004	6	20	36	-0.376	-0.5	-0.0373	-0.0914	0.212	-0.172	-0.47	-0.0852	0.0092	0.0082
8005	6	20	37	-0.396	-0.506	-0.0812	-0.0617	0.115	-0.122	-0.505	-0.112	-0.0429	-0.0824
8006	6	20	38	-0.194	-0.535	0.0108	0.061	0.18	-0.167	-0.392	-0.036	0.0282	0.0365
8007	6	20	39	-0.39	-0.535	-0.0766	0.0605	0.148	-0.217	-0.482	-0.13	-0.053	-0.0854
8008	6	20	40	-0.184	-0.451	-0.00362	0.0753	0.103	-0.0162	-0.374	-0.0388	0.0269	0.00249
8009	6	20	41	-0.48	-0.492	-0.117	-0.104	0.13	-0.194	-0.491	-0.142	-0.114	-0.103
8010	6	20	42	-0.318	-0.436	-0.00206	0.0754	0.232	-0.123	-0.464	-0.067	0.137	0.00471
8011	6	20	44	-0.37	0.291	-0.105	-0.135	0.0718	-0.297	-0.595	-0.0561	-0.243	-0.125
8012	6	20	45	-0.263	-0.48	-0.0132	0.0627	0.147	0.0213	-0.455	-0.0509	0.0122	-0.0153
8013	6	20	46	-0.426	-0.387	-0.121	-0.0254	0.0779	-0.147	-0.499	-0.0376	-0.342	-0.103
8014	6	20	47	-0.151	-0.383	0.0404	0.234	0.114	0.0128	-0.434	-0.0948	0.096	0.0132
8015	6	20	48	-0.323	-0.427	-0.0812	-0.0913	0.0854	-0.0789	-0.492	-0.1	0.0122	-0.102
